"","Designated Qualified Opportunity Zones","","",""
"Texas","Howard","48227950500","Low-Income Community","2011-2015"
"Texas","Hunt","48231960200","Low-Income Community","2011-2015"
"Texas","Hunt","48231960500","Low-Income Community","2011-2015"
"Texas","Hunt","48231960600","Low-Income Community","2011-2015"
"Texas","Hunt","48231960700","Low-Income Community","2011-2015"
"Texas","Hunt","48231960800","Low-Income Community","2011-2015"
"Texas","Hunt","48231961300","Low-Income Community","2011-2015"
"Texas","Hunt","48231961503","Low-Income Community","2011-2015"
"Texas","Hunt","48231961600","Low-Income Community","2011-2015"
"Texas","Jasper","48241950200","Low-Income Community","2011-2015"
"Texas","Jasper","48241950300","Low-Income Community","2011-2015"
"Texas","Jefferson","48245002500","Low-Income Community","2011-2015"
"Texas","Jefferson","48245005400","Low-Income Community","2011-2015"
"Texas","Jefferson","48245005900","Low-Income Community","2011-2015"
"Texas","Jefferson","48245006100","Low-Income Community","2011-2015"
"Texas","Jefferson","48245006300","Low-Income Community","2011-2015"
"Texas","Jefferson","48245010100","Low-Income Community","2011-2015"
"Texas","Jefferson","48245011700","Low-Income Community","2011-2015"
"Texas","Jefferson","48245011800","Low-Income Community","2011-2015"
"Texas","Jim Hogg","48247950200","Low-Income Community","2011-2015"
"Texas","Jim Hogg","48247950400","Low-Income Community","2011-2015"
"Texas","Johnson","48251130212","Low-Income Community","2011-2015"
"Texas","Johnson","48251130302","Low-Income Community","2011-2015"
"Texas","Jones","48253020400","Low-Income Community","2011-2015"
"Texas","Karnes","48255970200","Low-Income Community","2011-2015"
"Texas","Karnes","48255970300","Low-Income Community","2011-2015"
"Texas","Kaufman","48257050300","Low-Income Community","2011-2015"
"Texas","Kaufman","48257050400","Low-Income Community","2011-2015"
"Texas","Kaufman","48257050500","Low-Income Community","2011-2015"
"Texas","Kaufman","48257050704","Low-Income Community","2011-2015"
"Texas","Kaufman","48257051201","Low-Income Community","2011-2015"
"Texas","Kaufman","48257051300","Low-Income Community","2011-2015"
"Texas","Kerr","48265960500","Low-Income Community","2011-2015"
"Texas","Kerr","48265960800","Low-Income Community","2011-2015"
"Texas","Kleberg","48273020200","Low-Income Community","2011-2015"
"Texas","Kleberg","48273020300","Low-Income Community","2011-2015"
"Texas","Lamar","48277000300","Low-Income Community","2011-2015"
"Texas","Lamar","48277000500","Low-Income Community","2011-2015"
"Texas","Lamar","48277000600","Low-Income Community","2011-2015"
"Texas","Lamar","48277000700","Low-Income Community","2011-2015"
"Texas","Lamar","48277000800","Low-Income Community","2011-2015"
"Texas","Lamb","48279950500","Low-Income Community","2011-2015"
"Texas","Lamb","48279950600","Low-Income Community","2011-2015"
"Texas","La Salle","48283950300","Low-Income Community","2011-2015"
"Texas","Lavaca","48285000600","Low-Income Community","2011-2015"
"Texas","Lee","48287000400","Low-Income Community","2011-2015"
"Texas","Liberty","48291700100","Low-Income Community","2011-2015"
"Texas","Liberty","48291700200","Low-Income Community","2011-2015"
"Texas","Liberty","48291700300","Low-Income Community","2011-2015"
"Texas","Liberty","48291700400","Low-Income Community","2011-2015"
"Texas","Liberty","48291700600","Low-Income Community","2011-2015"
"Texas","Liberty","48291701200","Low-Income Community","2011-2015"
"Texas","Liberty","48291701300","Low-Income Community","2011-2015"
"Texas","Limestone","48293970400","Low-Income Community","2011-2015"
"Texas","Limestone","48293970600","Low-Income Community","2011-2015"
"Texas","Llano","48299970200","Low-Income Community","2011-2015"
"Texas","Llano","48299970500","Low-Income Community","2011-2015"
"Texas","Llano","48299970600","Low-Income Community","2011-2015"
"Texas","Loving","48301950100","Low-Income Community","2011-2015"
"Texas","Lubbock","48303000100","Low-Income Community","2011-2015"
"Texas","Lubbock","48303000201","Low-Income Community","2011-2015"
"Texas","Lubbock","48303000301","Low-Income Community","2011-2015"
"Texas","Lubbock","48303000302","Low-Income Community","2011-2015"
"Texas","Lubbock","48303000700","Low-Income Community","2011-2015"
"Texas","Lubbock","48303000900","Low-Income Community","2011-2015"
"Texas","Lubbock","48303001000","Low-Income Community","2011-2015"
"Texas","Lubbock","48303010200","Low-Income Community","2011-2015"
"Texas","McLennan","48309000100","Low-Income Community","2011-2015"
"Texas","McLennan","48309001200","Low-Income Community","2011-2015"
"Texas","McLennan","48309001500","Low-Income Community","2011-2015"
"Texas","McLennan","48309003602","Low-Income Community","2011-2015"
"Texas","McLennan","48309004201","Low-Income Community","2011-2015"
"Texas","Madison","48313000100","Low-Income Community","2011-2015"
"Texas","Marion","48315950300","Low-Income Community","2011-2015"
"Texas","Matagorda","48321730201","Low-Income Community","2011-2015"
"Texas","Matagorda","48321730501","Low-Income Community","2011-2015"
"Texas","Matagorda","48321730600","Low-Income Community","2011-2015"
"Texas","Matagorda","48321730700","Low-Income Community","2011-2015"
"Texas","Maverick","48323950201","Low-Income Community","2011-2015"
"Texas","Maverick","48323950601","Low-Income Community","2011-2015"
"Texas","Medina","48325000402","Low-Income Community","2011-2015"
"Texas","Medina","48325000500","Low-Income Community","2011-2015"
"Texas","Milam","48331950402","Low-Income Community","2011-2015"
"Texas","Milam","48331950700","Low-Income Community","2011-2015"
"Texas","Montgomery","48339692200","Low-Income Community","2011-2015"
"Texas","Montgomery","48339692500","Low-Income Community","2011-2015"
"Texas","Montgomery","48339692601","Low-Income Community","2011-2015"
"Texas","Montgomery","48339692602","Low-Income Community","2011-2015"
"Texas","Montgomery","48339692700","Low-Income Community","2011-2015"
"Texas","Montgomery","48339692802","Low-Income Community","2011-2015"
"Texas","Montgomery","48339693000","Low-Income Community","2011-2015"
"Texas","Montgomery","48339693400","Low-Income Community","2011-2015"
"Texas","Montgomery","48339693500","Low-Income Community","2011-2015"
"Texas","Montgomery","48339694000","Low-Income Community","2011-2015"
"Texas","Montgomery","48339694101","Low-Income Community","2011-2015"
"Texas","Morris","48343950100","Low-Income Community","2011-2015"
"Texas","Morris","48343950200","Low-Income Community","2011-2015"
"Texas","Morris","48343950300","Low-Income Community","2011-2015"
"Texas","Motley","48345950100","Low-Income Community","2011-2015"
"Texas","Nacogdoches","48347950301","Low-Income Community","2011-2015"
"Texas","Nacogdoches","48347950302","Low-Income Community","2011-2015"
"Texas","Nacogdoches","48347950700","Low-Income Community","2011-2015"
"Texas","Nacogdoches","48347950800","Low-Income Community","2011-2015"
"Texas","Nacogdoches","48347950900","Low-Income Community","2011-2015"
"Texas","Nacogdoches","48347951000","Low-Income Community","2011-2015"
"Texas","Navarro","48349970100","Low-Income Community","2011-2015"
"Texas","Navarro","48349970200","Low-Income Community","2011-2015"
"Texas","Navarro","48349970500","Low-Income Community","2011-2015"
"Texas","Navarro","48349970600","Low-Income Community","2011-2015"
"Texas","Navarro","48349970700","Low-Income Community","2011-2015"
"Texas","Navarro","48349970800","Low-Income Community","2011-2015"
"Texas","Navarro","48349970900","Low-Income Community","2011-2015"
"Texas","Newton","48351950200","Low-Income Community","2011-2015"
"Texas","Newton","48351950300","Low-Income Community","2011-2015"
"Texas","Nueces","48355001000","Low-Income Community","2011-2015"
"Texas","Nueces","48355001602","Low-Income Community","2011-2015"
"Texas","Nueces","48355002001","Low-Income Community","2011-2015"
"Texas","Nueces","48355002200","Low-Income Community","2011-2015"
"Texas","Nueces","48355002704","Low-Income Community","2011-2015"
"Texas","Nueces","48355002900","Low-Income Community","2011-2015"
"Texas","Nueces","48355005602","Low-Income Community","2011-2015"
"Texas","Nueces","48355006300","Low-Income Community","2011-2015"
"Texas","Nueces","48355006400","Low-Income Community","2011-2015"
"Texas","Orange","48361020200","Low-Income Community","2011-2015"
"Texas","Orange","48361020300","Low-Income Community","2011-2015"
"Texas","Orange","48361020500","Low-Income Community","2011-2015"
"Texas","Orange","48361020700","Low-Income Community","2011-2015"
"Texas","Orange","48361020900","Low-Income Community","2011-2015"
"Texas","Palo Pinto","48363000500","Low-Income Community","2011-2015"
"Texas","Palo Pinto","48363000600","Low-Income Community","2011-2015"
"Texas","Palo Pinto","48363000800","Low-Income Community","2011-2015"
"Texas","Polk","48373210101","Low-Income Community","2011-2015"
"Texas","Polk","48373210102","Low-Income Community","2011-2015"
"Texas","Polk","48373210203","Low-Income Community","2011-2015"
"Texas","Polk","48373210204","Low-Income Community","2011-2015"
"Texas","Polk","48373210301","Low-Income Community","2011-2015"
"Texas","Polk","48373210400","Low-Income Community","2011-2015"
"Texas","Potter","48375015400","Low-Income Community","2011-2015"
"Texas","Presidio","48377950200","Low-Income Community","2011-2015"
"Texas","Reeves","48389950100","Low-Income Community","2011-2015"
"Texas","Robertson","48395960200","Low-Income Community","2011-2015"
"Texas","Rusk","48401950501","Low-Income Community","2011-2015"
"Texas","Rusk","48401950502","Low-Income Community","2011-2015"
"Texas","Rusk","48401951000","Low-Income Community","2011-2015"
"Texas","Sabine","48403950300","Low-Income Community","2011-2015"
"Texas","San Augustine","48405950100","Low-Income Community","2011-2015"
"Texas","San Augustine","48405950300","Low-Income Community","2011-2015"
"Texas","San Jacinto","48407200101","Low-Income Community","2011-2015"
"Texas","San Patricio","48409010800","Low-Income Community","2011-2015"
"Texas","San Saba","48411950100","Low-Income Community","2011-2015"
"Texas","Shelby","48419950100","Low-Income Community","2011-2015"
"Texas","Shelby","48419950200","Low-Income Community","2011-2015"
"Texas","Shelby","48419950300","Low-Income Community","2011-2015"
"Texas","Shelby","48419950400","Low-Income Community","2011-2015"
"Texas","Smith","48423000100","Low-Income Community","2011-2015"
"Texas","Smith","48423000201","Low-Income Community","2011-2015"
"Texas","Smith","48423000202","Low-Income Community","2011-2015"
"Texas","Smith","48423000400","Low-Income Community","2011-2015"
"Texas","Smith","48423000500","Low-Income Community","2011-2015"
"Texas","Smith","48423000900","Low-Income Community","2011-2015"
"Texas","Smith","48423001500","Low-Income Community","2011-2015"
"Texas","Smith","48423001601","Low-Income Community","2011-2015"
"Texas","Smith","48423001700","Low-Income Community","2011-2015"
"Texas","Smith","48423001801","Low-Income Community","2011-2015"
"Texas","Smith","48423001802","Low-Income Community","2011-2015"
"Texas","Smith","48423002101","Low-Income Community","2011-2015"
"Texas","Somervell","48425000200","Low-Income Community","2011-2015"
"Texas","Starr","48427950104","Low-Income Community","2011-2015"
"Texas","Starr","48427950105","Low-Income Community","2011-2015"
"Texas","Starr","48427950106","Low-Income Community","2011-2015"
"Texas","Starr","48427950107","Low-Income Community","2011-2015"
"Texas","Starr","48427950202","Low-Income Community","2011-2015"
"Texas","Starr","48427950204","Low-Income Community","2011-2015"
"Texas","Starr","48427950401","Low-Income Community","2011-2015"
"Texas","Starr","48427950402","Low-Income Community","2011-2015"
"Texas","Stephens","48429950300","Low-Income Community","2011-2015"
"Texas","Tarrant","48439100201","Low-Income Community","2011-2015"
"Texas","Tarrant","48439100202","Low-Income Community","2011-2015"
"Texas","Tarrant","48439100300","Low-Income Community","2011-2015"
"Texas","Tarrant","48439103800","Low-Income Community","2011-2015"
"Texas","Tarrant","48439106201","Low-Income Community","2011-2015"
"Texas","Tarrant","48439122900","Low-Income Community","2011-2015"
"Texas","Tarrant","48439123500","Low-Income Community","2011-2015"
"Texas","Taylor","48441011700","Low-Income Community","2011-2015"
"Texas","Taylor","48441013000","Low-Income Community","2011-2015"
"Texas","Terry","48445950400","Low-Income Community","2011-2015"
"Texas","Titus","48449950300","Low-Income Community","2011-2015"
"Texas","Tom Green","48451001702","Low-Income Community","2011-2015"
"Texas","Travis","48453001712","Low-Income Community","2011-2015"
"Texas","Travis","48453001804","Low-Income Community","2011-2015"
"Texas","Travis","48453001832","Low-Income Community","2011-2015"
"Texas","Travis","48453001842","Low-Income Community","2011-2015"
"Texas","Travis","48453002106","Low-Income Community","2011-2015"
"Texas","Travis","48453002109","Low-Income Community","2011-2015"
"Texas","Travis","48453002111","Low-Income Community","2011-2015"
"Texas","Travis","48453002112","Low-Income Community","2011-2015"
"Texas","Travis","48453002209","Low-Income Community","2011-2015"
"Texas","Travis","48453002307","Low-Income Community","2011-2015"
"Texas","Travis","48453002312","Low-Income Community","2011-2015"
"Texas","Travis","48453002313","Low-Income Community","2011-2015"
"Texas","Travis","48453002319","Low-Income Community","2011-2015"
"Texas","Travis","48453002410","Low-Income Community","2011-2015"
"Texas","Travis","48453002411","Low-Income Community","2011-2015"
"Texas","Travis","48453002413","Low-Income Community","2011-2015"
"Texas","Travis","48453002427","Low-Income Community","2011-2015"
"Texas","Travis","48453002432","Low-Income Community","2011-2015"
"Texas","Travis","48453002433","Low-Income Community","2011-2015"
"Texas","Travis","48453002435","Low-Income Community","2011-2015"
"Texas","Travis","48453002436","Low-Income Community","2011-2015"
"Texas","Trinity","48455950200","Low-Income Community","2011-2015"
"Texas","Trinity","48455950400","Low-Income Community","2011-2015"
"Texas","Trinity","48455950500","Low-Income Community","2011-2015"
"Texas","Tyler","48457950200","Low-Income Community","2011-2015"
"Texas","Tyler","48457950300","Low-Income Community","2011-2015"
"Texas","Val Verde","48465950400","Low-Income Community","2011-2015"
"Texas","Van Zandt","48467950500","Low-Income Community","2011-2015"
"Texas","Victoria","48469000100","Low-Income Community","2011-2015"
"Texas","Victoria","48469000201","Low-Income Community","2011-2015"
"Texas","Victoria","48469000202","Low-Income Community","2011-2015"
"Texas","Victoria","48469000301","Low-Income Community","2011-2015"
"Texas","Victoria","48469000302","Low-Income Community","2011-2015"
"Texas","Victoria","48469000700","Low-Income Community","2011-2015"
"Texas","Victoria","48469001601","Low-Income Community","2011-2015"
"Texas","Walker","48471790102","Low-Income Community","2011-2015"
"Texas","Walker","48471790400","Low-Income Community","2011-2015"
"Texas","Walker","48471790500","Low-Income Community","2011-2015"
"Texas","Walker","48471790600","Low-Income Community","2011-2015"
"Texas","Waller","48473680200","Low-Income Community","2011-2015"
"Texas","Waller","48473680500","Low-Income Community","2011-2015"
"Texas","Washington","48477170100","Low-Income Community","2011-2015"
"Texas","Webb","48479000105","Low-Income Community","2011-2015"
"Texas","Webb","48479000106","Low-Income Community","2011-2015"
"Texas","Webb","48479001816","Low-Income Community","2011-2015"
"Texas","Webb","48479001818","Low-Income Community","2011-2015"
"Texas","Wharton","48481740200","Low-Income Community","2011-2015"
"Texas","Wharton","48481740300","Low-Income Community","2011-2015"
"Texas","Wharton","48481740500","Low-Income Community","2011-2015"
"Texas","Wharton","48481740700","Low-Income Community","2011-2015"
"Texas","Wharton","48481740800","Low-Income Community","2011-2015"
"Texas","Wharton","48481741000","Low-Income Community","2011-2015"
"Texas","Wichita","48485011200","Low-Income Community","2011-2015"
"Texas","Wichita","48485011300","Low-Income Community","2011-2015"
"Texas","Wichita","48485011500","Low-Income Community","2011-2015"
"Texas","Wilbarger","48487950500","Low-Income Community","2011-2015"
"Texas","Wilbarger","48487950700","Low-Income Community","2011-2015"
"Texas","Willacy","48489950300","Low-Income Community","2011-2015"
"Texas","Willacy","48489950400","Low-Income Community","2011-2015"
"Texas","Willacy","48489950500","Low-Income Community","2011-2015"
"Texas","Willacy","48489950600","Low-Income Community","2011-2015"
"Texas","Willacy","48489950700","Low-Income Community","2011-2015"
"Texas","Williamson","48491020201","Low-Income Community","2011-2015"
"Texas","Williamson","48491020808","Low-Income Community","2011-2015"
"Texas","Williamson","48491021300","Low-Income Community","2011-2015"
"Texas","Williamson","48491021602","Low-Income Community","2011-2015"
"Texas","Wilson","48493000201","Low-Income Community","2011-2015"
"Texas","Wise","48497150200","Low-Income Community","2011-2015"
"Texas","Wood","48499950200","Low-Income Community","2011-2015"
"Texas","Wood","48499950400","Low-Income Community","2011-2015"
"Texas","Wood","48499950601","Low-Income Community","2011-2015"
"Texas","Wood","48499950700","Low-Income Community","2011-2015"
"Texas","Zapata","48505950400","Low-Income Community","2011-2015"
"Texas","Zavala","48507950100","Low-Income Community","2011-2015"
"Texas","Zavala","48507950200","Low-Income Community","2011-2015"
"Texas","Zavala","48507950302","Low-Income Community","2011-2015"
"Utah","Beaver","49001100100","Low-Income Community","2011-2015"
"Utah","Box Elder","49003960300","Low-Income Community","2011-2015"
"Utah","Box Elder","49003960601","Low-Income Community","2011-2015"
"Utah","Cache","49005000900","Low-Income Community","2011-2015"
"Utah","Cache","49005001002","Low-Income Community","2011-2015"
"Utah","Carbon","49007000600","Low-Income Community","2011-2015"
"Utah","Davis","49011125701","Low-Income Community","2011-2015"
"Utah","Davis","49011125702","Low-Income Community","2011-2015"
"Utah","Davis","49011126001","Low-Income Community","2011-2015"
"Utah","Duchesne","49013940300","Low-Income Community","2011-2015"
"Utah","Garfield","49017000300","Low-Income Community","2011-2015"
"Utah","Grand","49019000300","Low-Income Community","2011-2015"
"Utah","Iron","49021110300","Low-Income Community","2011-2015"
"Utah","Iron","49021110600","Low-Income Community","2011-2015"
"Utah","Millard","49027974300","Low-Income Community","2011-2015"
"Utah","Salt Lake","49035100600","Low-Income Community","2011-2015"
"Utah","Salt Lake","49035102500","Low-Income Community","2011-2015"
"Utah","Salt Lake","49035102600","Low-Income Community","2011-2015"
"Utah","Salt Lake","49035102702","Low-Income Community","2011-2015"
"Utah","Salt Lake","49035111500","Low-Income Community","2011-2015"
"Utah","Salt Lake","49035111600","Low-Income Community","2011-2015"
"Utah","Salt Lake","49035111802","Low-Income Community","2011-2015"
"Utah","Salt Lake","49035112403","Low-Income Community","2011-2015"
"Utah","Salt Lake","49035112907","Low-Income Community","2011-2015"
"Utah","Salt Lake","49035113305","Low-Income Community","2011-2015"
"Utah","Salt Lake","49035113513","Low-Income Community","2011-2015"
"Utah","Salt Lake","49035113802","Low-Income Community","2011-2015"
"Utah","Salt Lake","49035113906","Low-Income Community","2011-2015"
"Utah","Salt Lake","49035114000","Low-Income Community","2011-2015"
"Utah","Salt Lake","49035114500","Low-Income Community","2011-2015"
"Utah","San Juan","49037942100","Low-Income Community","2011-2015"
"Utah","Sanpete","49039972400","Low-Income Community","2011-2015"
"Utah","Sevier","49041975300","Low-Income Community","2011-2015"
"Utah","Tooele","49045130900","Low-Income Community","2011-2015"
"Utah","Utah","49049000400","Low-Income Community","2011-2015"
"Utah","Utah","49049002400","Low-Income Community","2011-2015"
"Utah","Utah","49049002500","Low-Income Community","2011-2015"
"Utah","Utah","49049002801","Low-Income Community","2011-2015"
"Utah","Utah","49049002802","Low-Income Community","2011-2015"
"Utah","Washington","49053270300","Low-Income Community","2011-2015"
"Utah","Washington","49053271300","Low-Income Community","2011-2015"
"Utah","Weber","49057200400","Low-Income Community","2011-2015"
"Utah","Weber","49057200800","Low-Income Community","2011-2015"
"Utah","Weber","49057200900","Low-Income Community","2011-2015"
"Utah","Weber","49057201100","Low-Income Community","2011-2015"
"Utah","Weber","49057210800","Low-Income Community","2011-2015"
"Vermont","Addison","50001960300","Low-Income Community","2011-2015"
"Vermont","Bennington","50003970900","Low-Income Community","2011-2015"
"Vermont","Bennington","50003971200","Low-Income Community","2011-2015"
"Vermont","Caledonia","50005957200","Low-Income Community","2011-2015"
"Vermont","Caledonia","50005957400","Low-Income Community","2012-2016"
"Vermont","Caledonia","50005957500","Low-Income Community","2011-2015"
"Vermont","Chittenden","50007000500","Low-Income Community","2011-2015"
"Vermont","Chittenden","50007001000","Low-Income Community","2011-2015"
"Vermont","Chittenden","50007002400","Low-Income Community","2011-2015"
"Vermont","Chittenden","50007002500","Low-Income Community","2011-2015"
"Vermont","Chittenden","50007003600","Low-Income Community","2011-2015"
"Vermont","Franklin","50011010700","Low-Income Community","2011-2015"
"Vermont","Lamoille","50015953200","Low-Income Community","2011-2015"
"Vermont","Orange","50017959400","Non-LIC Contiguous","2011-2015"
"Vermont","Orleans","50019951400","Low-Income Community","2011-2015"
"Vermont","Orleans","50019951500","Low-Income Community","2011-2015"
"Vermont","Rutland","50021963100","Low-Income Community","2011-2015"
"Vermont","Rutland","50021963200","Low-Income Community","2011-2015"
"Vermont","Rutland","50021963300","Low-Income Community","2011-2015"
"Vermont","Washington","50023955200","Low-Income Community","2011-2015"
"Vermont","Windham","50025967000","Low-Income Community","2011-2015"
"Vermont","Windham","50025968500","Low-Income Community","2011-2015"
"Vermont","Windsor","50027965100","Low-Income Community","2011-2015"
"Vermont","Windsor","50027966600","Low-Income Community","2011-2015"
"Vermont","Windsor","50027966700","Non-LIC Contiguous","2011-2015"
"Virgin Islands","St. Croix ","78010970200","Low-Income Community","2011-2015"
"Virgin Islands","St. Croix ","78010970300","Low-Income Community","2011-2015"
"Virgin Islands","St. Croix ","78010970800","Low-Income Community","2011-2015"
"Virgin Islands","St. Croix ","78010970900","Low-Income Community","2011-2015"
"Virgin Islands","St. Croix ","78010971000","Low-Income Community","2011-2015"
"Virgin Islands","St. Croix ","78010971100","Low-Income Community","2011-2015"
"Virgin Islands","St. Croix ","78010971200","Low-Income Community","2011-2015"
"Virgin Islands","St. Croix ","78010971300","Low-Income Community","2011-2015"
"Virgin Islands","St. Croix ","78010971400","Low-Income Community","2011-2015"
"Virgin Islands","St. Thomas ","78030960800","Non-LIC Contiguous","2011-2015"
"Virgin Islands","St. Thomas ","78030960900","Low-Income Community","2011-2015"
"Virgin Islands","St. Thomas ","78030961000","Low-Income Community","2011-2015"
"Virgin Islands","St. Thomas ","78030961100","Low-Income Community","2011-2015"
"Virgin Islands","St. Thomas ","78030961200","Low-Income Community","2011-2015"
"Virginia","Accomack","51001090100","Low-Income Community","2012-2016"
"Virginia","Accomack","51001090200","Low-Income Community","2011-2015"
"Virginia","Albemarle","51003010700","Low-Income Community","2011-2015"
"Virginia","Albemarle","51003011302","Low-Income Community","2011-2015"
"Virginia","Alleghany","51005080202","Low-Income Community","2011-2015"
"Virginia","Amherst","51009010502","Low-Income Community","2011-2015"
"Virginia","Appomattox","51011040100","Low-Income Community","2011-2015"
"Virginia","Arlington","51013102701","Low-Income Community","2011-2015"
"Virginia","Arlington","51013103100","Low-Income Community","2011-2015"
"Virginia","Augusta","51015071200","Low-Income Community","2011-2015"
"Virginia","Bedford","51019030605","Low-Income Community","2011-2015"
"Virginia","Bedford","51019050100","Low-Income Community","2011-2015"
"Virginia","Brunswick","51025930203","Low-Income Community","2011-2015"
"Virginia","Buchanan","51027010300","Low-Income Community","2011-2015"
"Virginia","Campbell","51031020500","Low-Income Community","2011-2015"
"Virginia","Campbell","51031020900","Low-Income Community","2011-2015"
"Virginia","Caroline","51033030100","Low-Income Community","2012-2016"
"Virginia","Carroll","51035080200","Low-Income Community","2011-2015"
"Virginia","Charlotte","51037930100","Low-Income Community","2011-2015"
"Virginia","Chesterfield","51041100107","Low-Income Community","2011-2015"
"Virginia","Chesterfield","51041100210","Low-Income Community","2011-2015"
"Virginia","Chesterfield","51041100407","Low-Income Community","2011-2015"
"Virginia","Chesterfield","51041100600","Low-Income Community","2011-2015"
"Virginia","Culpeper","51047930400","Low-Income Community","2011-2015"
"Virginia","Cumberland","51049930200","Low-Income Community","2011-2015"
"Virginia","Dickenson","51051040300","Low-Income Community","2011-2015"
"Virginia","Dinwiddie","51053840500","Low-Income Community","2011-2015"
"Virginia","Essex","51057950700","Low-Income Community","2011-2015"
"Virginia","Fairfax","51059415401","Low-Income Community","2011-2015"
"Virginia","Fairfax","51059421500","Low-Income Community","2011-2015"
"Virginia","Fairfax","51059421600","Low-Income Community","2011-2015"
"Virginia","Fairfax","51059421800","Low-Income Community","2011-2015"
"Virginia","Fairfax","51059451400","Low-Income Community","2011-2015"
"Virginia","Fairfax","51059451502","Low-Income Community","2011-2015"
"Virginia","Fairfax","51059452801","Low-Income Community","2011-2015"
"Virginia","Fairfax","51059481000","Low-Income Community","2011-2015"
"Virginia","Fairfax","51059482100","Low-Income Community","2011-2015"
"Virginia","Fauquier","51061930706","Low-Income Community","2011-2015"
"Virginia","Franklin","51067020500","Low-Income Community","2011-2015"
"Virginia","Frederick","51069051102","Low-Income Community","2011-2015"
"Virginia","Giles","51071930100","Low-Income Community","2011-2015"
"Virginia","Gloucester","51073100301","Low-Income Community","2012-2016"
"Virginia","Grayson","51077060201","Low-Income Community","2011-2015"
"Virginia","Greensville","51081880101","Low-Income Community","2011-2015"
"Virginia","Halifax","51083930301","Low-Income Community","2011-2015"
"Virginia","Halifax","51083930600","Low-Income Community","2011-2015"
"Virginia","Halifax","51083930800","Low-Income Community","2011-2015"
"Virginia","Henrico","51087200105","Low-Income Community","2011-2015"
"Virginia","Henrico","51087200106","Non-LIC Contiguous","2011-2015"
"Virginia","Henrico","51087200303","Low-Income Community","2011-2015"
"Virginia","Henrico","51087200501","Low-Income Community","2011-2015"
"Virginia","Henrico","51087200805","Low-Income Community","2011-2015"
"Virginia","Henrico","51087201501","Low-Income Community","2011-2015"
"Virginia","Henrico","51087201502","Non-LIC Contiguous","2011-2015"
"Virginia","Henry","51089010100","Low-Income Community","2011-2015"
"Virginia","Henry","51089010300","Low-Income Community","2011-2015"
"Virginia","Henry","51089010602","Low-Income Community","2011-2015"
"Virginia","Henry","51089010700","Low-Income Community","2011-2015"
"Virginia","Henry","51089010800","Low-Income Community","2011-2015"
"Virginia","James City","51095080102","Low-Income Community","2011-2015"
"Virginia","King and Queen","51097950500","Low-Income Community","2011-2015"
"Virginia","Lancaster","51103030200","Low-Income Community","2012-2016"
"Virginia","Lee","51105950500","Low-Income Community","2011-2015"
"Virginia","Loudoun","51107611501","Low-Income Community","2011-2015"
"Virginia","Loudoun","51107611700","Low-Income Community","2011-2015"
"Virginia","Mecklenburg","51117930101","Low-Income Community","2011-2015"
"Virginia","Mecklenburg","51117930200","Low-Income Community","2011-2015"
"Virginia","Montgomery","51121020700","Low-Income Community","2011-2015"
"Virginia","Montgomery","51121020900","Low-Income Community","2011-2015"
"Virginia","Northampton","51131930300","Low-Income Community","2011-2015"
"Virginia","Orange","51137110200","Low-Income Community","2011-2015"
"Virginia","Page","51139030100","Low-Income Community","2011-2015"
"Virginia","Pittsylvania","51143010200","Low-Income Community","2011-2015"
"Virginia","Pittsylvania","51143011100","Low-Income Community","2011-2015"
"Virginia","Pittsylvania","51143011400","Low-Income Community","2011-2015"
"Virginia","Prince Edward","51147930201","Low-Income Community","2011-2015"
"Virginia","Prince George","51149850200","Low-Income Community","2011-2015"
"Virginia","Prince William","51153900201","Low-Income Community","2011-2015"
"Virginia","Prince William","51153900203","Low-Income Community","2011-2015"
"Virginia","Prince William","51153900300","Low-Income Community","2011-2015"
"Virginia","Prince William","51153900600","Low-Income Community","2011-2015"
"Virginia","Prince William","51153901008","Low-Income Community","2012-2016"
"Virginia","Prince William","51153901900","Low-Income Community","2011-2015"
"Virginia","Pulaski","51155210300","Low-Income Community","2011-2015"
"Virginia","Richmond","51159040100","Low-Income Community","2011-2015"
"Virginia","Roanoke","51161030201","Non-LIC Contiguous","2011-2015"
"Virginia","Rockingham","51165010500","Low-Income Community","2011-2015"
"Virginia","Rockingham","51165011700","Low-Income Community","2011-2015"
"Virginia","Russell","51167030401","Low-Income Community","2011-2015"
"Virginia","Scott","51169030600","Low-Income Community","2011-2015"
"Virginia","Shenandoah","51171040700","Low-Income Community","2011-2015"
"Virginia","Smyth","51173030301","Low-Income Community","2011-2015"
"Virginia","Smyth","51173030701","Low-Income Community","2011-2015"
"Virginia","Spotsylvania","51177020202","Low-Income Community","2011-2015"
"Virginia","Spotsylvania","51177020304","Low-Income Community","2011-2015"
"Virginia","Spotsylvania","51177020305","Low-Income Community","2011-2015"
"Virginia","Sussex","51183870300","Low-Income Community","2011-2015"
"Virginia","Tazewell","51185020200","Low-Income Community","2011-2015"
"Virginia","Tazewell","51185020600","Low-Income Community","2011-2015"
"Virginia","Warren","51187020601","Low-Income Community","2011-2015"
"Virginia","Washington","51191010100","Low-Income Community","2011-2015"
"Virginia","Wise","51195930900","Low-Income Community","2011-2015"
"Virginia","Wise","51195931300","Low-Income Community","2011-2015"
"Virginia","Wise","51195931400","Non-LIC Contiguous","2011-2015"
"Virginia","Wise","51195931700","Low-Income Community","2011-2015"
"Virginia","Wythe","51197050100","Low-Income Community","2011-2015"
